network,snapshot_index,day,event_slot,method,peak_dc_penetration,outage,solver_success,maximum_apparent_line_loading,maximum_voltage_violation_pu,minimum_voltage_pu,maximum_nonreference_active_plan_deviation_mw,reference_generator_loss_recourse_mw,load_multiplier,data_center_power_factor,profile_scale_reference,payment_reference_penetration,payment_network_scale,dc_power_scale,validation_trace_peak_mw,schema_version
IEEE RTS 24-bus,4,114,64,Payment-Certified N-1 Verifier,0.09,29,1,0.9227801287242586,0.0,0.9873305257502482,2.8587692213477567e-09,3.5910270235237363,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Payment-Certified N-1 Verifier,0.09,30,1,0.9234153541032052,0.0,0.9877288227034481,6.6053126402602045e-09,4.151786664843868,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Payment-Certified N-1 Verifier,0.09,31,1,0.9236273889445175,0.0,0.98775268417451,7.585470029880526e-09,0.13245456176076686,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Payment-Certified N-1 Verifier,0.09,32,1,0.9236273889445175,0.0,0.98775268417451,7.585470029880526e-09,0.13245456176076686,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Payment-Certified N-1 Verifier,0.09,33,1,0.923909584098686,0.0,0.9878363313195205,1.2846953723055776e-08,0.09223504232789992,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Payment-Certified N-1 Verifier,0.09,34,1,0.923909584098686,0.0,0.9878363313195205,1.2846953723055776e-08,0.09223504232789992,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Payment-Certified N-1 Verifier,0.09,35,1,0.9240057289755972,0.0,0.9879014806035218,1.6621015674900264e-09,0.36435543965131956,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Payment-Certified N-1 Verifier,0.09,36,1,0.9240057289755972,0.0,0.9879014806035218,1.6621015674900264e-09,0.36435543965131956,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Payment-Certified N-1 Verifier,0.09,37,1,0.9245131563684779,0.0,0.9878020307605391,7.558789359815433e-09,5.277171100149474,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Payment-Certified N-1 Verifier,0.06,0,1,0.9451330483776007,0.0,0.9880088724695503,3.898182759089904e-10,0.15191491680116087,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.2360908546426326,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Payment-Certified N-1 Verifier,0.06,1,1,0.9376674461709578,0.0,0.9880698056122089,4.759905703590071e-09,0.644334173696393,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.2360908546426326,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Payment-Certified N-1 Verifier,0.06,2,1,0.8854168932898967,0.0,0.9906018660045546,2.9893953978898935e-10,0.9760060869806892,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.2360908546426326,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Payment-Certified N-1 Verifier,0.06,3,1,0.9059041079925684,0.0,0.981461276898396,4.95543872602866e-09,0.9339755724232077,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.2360908546426326,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Payment-Certified N-1 Verifier,0.06,4,1,0.9999999956108483,0.0,0.9538403749470291,5.181418390047201e-10,2.248100228044848,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.2360908546426326,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Payment-Certified N-1 Verifier,0.06,5,1,0.9216558149711263,0.0,0.9893359648806992,1.0010978712671204e-08,0.8430412785009338,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.2360908546426326,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Payment-Certified N-1 Verifier,0.06,7,1,0.9515588361302664,0.0,0.9885468595366583,7.529995715876832e-09,1.2198306646008348,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.2360908546426326,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Payment-Certified N-1 Verifier,0.06,8,1,0.953014922868036,0.0,0.9828205853733938,5.482490905706072e-09,0.5717778070453363,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.2360908546426326,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Payment-Certified N-1 Verifier,0.06,13,1,0.9395665404491098,0.0,0.9810891274433216,6.151879006210947e-09,2.181210771587203,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.2360908546426326,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Payment-Certified N-1 Verifier,0.06,14,1,0.9449866578802757,0.0,0.9811831671603299,1.0348912837798707e-08,2.2182842966535077,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.2360908546426326,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Payment-Certified N-1 Verifier,0.06,15,1,0.8818147396486118,0.0,1.001146502391429,6.174332156660967e-10,5.754603784813483,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.2360908546426326,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Payment-Certified N-1 Verifier,0.06,16,1,0.8891217126474461,0.0,0.9920468238647661,2.9388047551037744e-10,6.22424445786551,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.2360908546426326,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Payment-Certified N-1 Verifier,0.06,17,1,0.9140548575345276,0.0,0.9909481171667432,1.0558665053395089e-09,1.4715474390936265,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.2360908546426326,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Payment-Certified N-1 Verifier,0.06,18,1,0.8981633912428347,0.0,0.9881958303349735,1.8462387174622563e-10,10.644020623860555,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.2360908546426326,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Payment-Certified N-1 Verifier,0.06,19,1,0.905816359967332,0.0,1.0017729193166758,1.3295040119458505e-09,1.4580374500203561,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.2360908546426326,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Payment-Certified N-1 Verifier,0.06,20,1,0.9514508868771818,0.0,0.9868846678907236,3.1075160222826526e-09,12.69559665768962,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.2360908546426326,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Payment-Certified N-1 Verifier,0.06,21,1,0.9781848019303714,0.0,0.9905911452473125,8.315071595730052e-09,10.904790750363858,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.2360908546426326,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Payment-Certified N-1 Verifier,0.06,22,1,0.8927874927069861,0.0,0.968021393388472,1.1800750598922605e-08,34.14230667638802,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.2360908546426326,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Payment-Certified N-1 Verifier,0.06,23,1,0.9214004337607424,0.0,0.9871289241924919,9.799805411603302e-09,1.107444746482031,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.2360908546426326,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Payment-Certified N-1 Verifier,0.06,24,1,0.9259054942715967,0.0,0.9879436501542386,2.955432557024937e-09,4.539129069819296,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.2360908546426326,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Payment-Certified N-1 Verifier,0.06,25,1,0.9259054942715967,0.0,0.9879436501542386,2.955432557024937e-09,4.539129069819296,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.2360908546426326,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Payment-Certified N-1 Verifier,0.06,27,1,0.9222772832153753,0.0,0.9869685425053294,1.0741359801613726e-08,12.11889769393207,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.2360908546426326,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Payment-Certified N-1 Verifier,0.06,28,1,0.9524533763504971,0.0,0.9872172345301692,8.664328292729557e-09,2.454895617184036,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.2360908546426326,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Payment-Certified N-1 Verifier,0.06,29,1,0.9236667686965018,0.0,0.98750175612551,3.214836397091858e-09,3.590187327168408,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.2360908546426326,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Payment-Certified N-1 Verifier,0.06,30,1,0.924328587980902,0.0,0.9878941415680185,1.1628150009062611e-09,4.151731923643666,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.2360908546426326,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Payment-Certified N-1 Verifier,0.06,31,1,0.9245264293847774,0.0,0.9879221860767481,4.69509586764616e-09,0.13238083076561225,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.2360908546426326,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Payment-Certified N-1 Verifier,0.06,32,1,0.9245264293847774,0.0,0.9879221860767481,4.69509586764616e-09,0.13238083076561225,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.2360908546426326,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Payment-Certified N-1 Verifier,0.06,33,1,0.9248111509909963,0.0,0.9880061167654871,1.1694623935909476e-08,0.0925876074280012,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.2360908546426326,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Payment-Certified N-1 Verifier,0.06,34,1,0.9248111509909963,0.0,0.9880061167654871,1.1694623935909476e-08,0.0925876074280012,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.2360908546426326,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Payment-Certified N-1 Verifier,0.06,35,1,0.9249120149612658,0.0,0.9880702037463103,1.5459136193385348e-09,0.3649680968839135,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.2360908546426326,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Payment-Certified N-1 Verifier,0.06,36,1,0.9249120149612658,0.0,0.9880702037463103,1.5459136193385348e-09,0.3649680968839135,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.2360908546426326,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Payment-Certified N-1 Verifier,0.06,37,1,0.9254126286195158,0.0,0.9879724228747571,7.725276821402657e-09,5.277800182155033,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.2360908546426326,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Payment-Certified N-1 Verifier,0.03,0,1,0.946204022435985,0.0,0.9881779058851548,1.0260237104375847e-10,0.15260510676846195,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Payment-Certified N-1 Verifier,0.03,1,1,0.9388178232492065,0.0,0.9882620430887027,4.9866294416920275e-09,0.6572236198430943,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Payment-Certified N-1 Verifier,0.03,2,1,0.8859760790711049,0.0,0.9906951196150079,2.121396391885355e-10,0.9494619685116987,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Payment-Certified N-1 Verifier,0.03,3,1,0.9069814880173622,0.0,0.9815069286930698,5.96565996602294e-09,0.9138582624579215,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Payment-Certified N-1 Verifier,0.03,4,1,0.9999999955937863,0.0,0.9539943831003281,5.493303568474188e-10,2.2239778590733295,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Payment-Certified N-1 Verifier,0.03,5,1,0.9225605055858009,0.0,0.9895048231609962,1.001922100840602e-08,0.8383973766199091,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Payment-Certified N-1 Verifier,0.03,7,1,0.9528754816722534,0.0,0.9887321528819971,7.552329647736242e-09,1.2457809985419743,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Payment-Certified N-1 Verifier,0.03,8,1,0.9546029742816433,0.0,0.9829740229109243,1.8647767774382373e-08,0.5901362026175008,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Payment-Certified N-1 Verifier,0.03,13,1,0.9405769420522998,0.0,0.9812778827930636,8.59813553688582e-09,2.1783046527589534,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Payment-Certified N-1 Verifier,0.03,14,1,0.9460423419431998,0.0,0.9813565910816249,9.545374268782325e-09,2.216298474102757,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Payment-Certified N-1 Verifier,0.03,15,1,0.8822938646601746,0.0,1.0011048473946607,6.883738024043851e-10,5.767456919912149,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Payment-Certified N-1 Verifier,0.03,16,1,0.8896684401940812,0.0,0.992242207759327,1.5290311239368748e-09,6.2410139505376065,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Payment-Certified N-1 Verifier,0.03,17,1,0.914896398186051,0.0,0.9911406846643972,8.565166353946552e-10,1.4811335062199333,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Payment-Certified N-1 Verifier,0.03,18,1,0.8987144545853776,0.0,0.9881469236501368,5.13125542056514e-10,10.638999631971075,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Payment-Certified N-1 Verifier,0.03,19,1,0.9064592563500904,0.0,1.0017722064694976,2.201021377427928e-09,1.4648197703303794,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Payment-Certified N-1 Verifier,0.03,20,1,0.9513916775002911,0.0,0.9870595449656124,2.6406610231788363e-09,12.697027764996221,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Payment-Certified N-1 Verifier,0.03,21,1,0.9780082436873887,0.0,0.9907587210882773,8.122706187845011e-09,10.891734837127402,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Payment-Certified N-1 Verifier,0.03,22,1,0.8931994445558009,0.0,0.9679634263704794,4.653770702134352e-09,34.13142083835031,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Payment-Certified N-1 Verifier,0.03,23,1,0.9223688273567494,0.0,0.9872774473754566,8.531060302630067e-09,1.1044864662881224,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Payment-Certified N-1 Verifier,0.03,24,1,0.9268072724513882,0.0,0.9881160328233758,2.4786326330267354e-09,4.540482795600369,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Payment-Certified N-1 Verifier,0.03,25,1,0.9268072724513882,0.0,0.9881160328233758,2.4786326330267354e-09,4.540482795600369,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Payment-Certified N-1 Verifier,0.03,27,1,0.9231611294910482,0.0,0.987139902165886,9.433620107301977e-09,12.117263014295958,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Payment-Certified N-1 Verifier,0.03,28,1,0.9522072966334205,0.0,0.987388265806388,8.823197755730438e-09,2.4486456676157644,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Payment-Certified N-1 Verifier,0.03,29,1,0.9245558570007955,0.0,0.987673457787255,3.573688900360139e-09,3.5893502441630005,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Payment-Certified N-1 Verifier,0.03,30,1,0.9252382169418639,0.0,0.9880615936679863,3.0243147898234217e-09,4.151666337419087,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Payment-Certified N-1 Verifier,0.03,31,1,0.9254301236162642,0.0,0.9880915221213482,4.286732746550115e-09,0.13230471715483816,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Payment-Certified N-1 Verifier,0.03,32,1,0.9254301236162642,0.0,0.9880915221213482,4.286732746550115e-09,0.13230471715483816,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Payment-Certified N-1 Verifier,0.03,33,1,0.9257788017680512,0.0,0.9881583440490371,6.02403815719299e-09,0.09293624598508643,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Payment-Certified N-1 Verifier,0.03,34,1,0.9257788017680512,0.0,0.9881583440490371,6.02403815719299e-09,0.09293624598508643,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Payment-Certified N-1 Verifier,0.03,35,1,0.9258207216619183,0.0,0.9882393842316601,1.4172769624565262e-09,0.36558076100959624,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Payment-Certified N-1 Verifier,0.03,36,1,0.9258207216619183,0.0,0.9882393842316601,1.4172769624565262e-09,0.36558076100959624,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Payment-Certified N-1 Verifier,0.03,37,1,0.9263145894928064,0.0,0.9881432585332913,7.3875549707388565e-09,5.278428765628945,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Trace-Anchored Reference,0.09,0,1,0.9158521480602096,0.0,0.9879153768738381,5.760352574645091e-09,0.005296577491989751,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Trace-Anchored Reference,0.09,1,1,0.9356212696514487,0.0,0.9879457040518355,6.622599344551235e-09,0.6458874190303874,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Trace-Anchored Reference,0.09,2,1,0.8845349452589574,0.0,0.9905146953496469,2.954323008452775e-09,0.9695599592599535,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Trace-Anchored Reference,0.09,3,1,0.903604717628934,0.0,0.9814060004808787,5.123354185343487e-09,0.9702529157301854,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Trace-Anchored Reference,0.09,4,1,0.9999999954244905,0.0,0.9537416146265285,2.1460927970713427e-09,2.285981042461401,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
